id,tendencia,explicación,url,media,time,suceso
228,LorenaMaciel,Por su cruce con Alfredo López en #TNde10a13,https://t.co/q8NQ17lLCs,https://pbs.twimg.com/ext_tw_video_thumb/1402322534146641935/pu/img/AEjpYDwpVP2ApMwp.jpg,2021-06-08 17:53:10,mediático
229,EnzoKalinski,Porque es nuevo jugador de Argentinos Juniors,https://t.co/1Q5EapIoIO,https://pbs.twimg.com/media/E3YDWuyX0AUZPpw.jpg,2021-06-08 17:10:15,deportivo
230,Sub23,Porque la Selección Argentina venció a Dinamarca en un partido amistoso,https://t.co/P8Ek6Ww5kN,https://pbs.twimg.com/media/E3X_073XwAMP4ho.jpg,2021-06-08 16:54:50,deportivo
231,Negri,Por el tweet que publicó @marioraulnegri,https://t.co/JK20NGzdni,https://pbs.twimg.com/media/E3X_R2gX0AAKsSo.jpg,2021-06-08 16:52:26,político
232,NicolásVaquer,Por sus declaraciones sobre la negociación de Pfizer con Argentina,https://t.co/B2opyJgmKa,https://pbs.twimg.com/ext_tw_video_thumb/1402306776859557896/pu/img/PMa0txRdsGpcoeHt.jpg,2021-06-08 16:49:40,covid
233,Delpo,Por el video que publicó @delpotrojuan,https://t.co/9V56hjaShZ,https://pbs.twimg.com/ext_tw_video_thumb/1402283078207389704/pu/img/U3iSlOdsPWjYEOc4.jpg,2021-06-08 15:44:12,deportivo
234,JavierMascherano,Porque cumple 37 años,https://t.co/75j5Q575N4,https://pbs.twimg.com/media/E3XhDifWQAIbxtI.jpg,2021-06-08 14:40:23,conmemorativo
235,IndioSolari,Por sus declaraciones en #PlegariasAtendidas,https://t.co/8AKVC5eGqt,https://pbs.twimg.com/media/E3XfiRGWEA0SCAe.jpg,2021-06-08 14:33:46,mediático
236,Fastly,Porque las fallas en su servicio provocaron la caída de sitios web a nivel mundial,https://t.co/wyGYLb3YYT,https://pbs.twimg.com/media/E3XdTrtXEAoT-my.jpg,2021-06-08 14:24:01,aislado
237,Macron,Por el golpe que recibió durante su visita a Tain-l'Hermitage,https://t.co/azegQ2Ok4p,https://pbs.twimg.com/ext_tw_video_thumb/1402262936886943746/pu/img/gu13h8RrQH9lFIz8.jpg,2021-06-08 13:56:01,político
238,Nicaragua,Por las declaraciones de Patricia Bullrich en #DesdeElLlano,https://t.co/VG9djWsN3I,https://pbs.twimg.com/media/E3U_rwvXwAEx4v_.jpg,2021-06-08 2:55:21,mediático
239,Nets,Por su victoria ante Milwaukee Bucks en el #Juego2 de los #NBAPlayoffs,https://t.co/BCZ7yuySb8,https://pbs.twimg.com/media/E3U0wZtWYAM2ict.jpg,2021-06-08 2:07:36,deportivo
240,Ofelia,Porque contó que recibió la vacuna contra el #COVID19,https://t.co/C2uvCIhkNI,https://pbs.twimg.com/media/E3U0o_tXwAA93-u.jpg,2021-06-08 2:07:06,covid
241,Pampita,Por su cruce con Charlotte Caniggia en #Showmatch,https://t.co/nqztUQistW,https://pbs.twimg.com/ext_tw_video_thumb/1402078848284508161/pu/img/23Bk-gkyPNeClDaR.jpg,2021-06-08 1:50:38,mediático
242,Quilmes,Por su anuncio para la #CopaAmerica,https://t.co/M6qRM1u8kp,https://pbs.twimg.com/media/E3Tf116WUAQk2OO.jpg,2021-06-07 22:02:52,deportivo
243,YaoCabrera,Porque propuso una pelea contra el Chino Maidana y aseguró que si pierde se va de Argentina para siempre,https://t.co/vDPKGLfOFN,https://pbs.twimg.com/media/E3Tv1WBWQAQJYgL.jpg,2021-06-07 21:06:29,aislado
244,TENGOPAPÁ,Por un video publicado en TikTok,https://t.co/Guqq18zzFy,https://pbs.twimg.com/media/E3TvoIcXIAArGBJ.jpg,2021-06-07 21:05:34,aislado
245,Lorde,Por el anuncio de #SolarPower en su página web,https://t.co/G28uIFiOaq,https://images.squarespace-cdn.com/content/v1/58b1faf01b631bccf54e27dc/1624296941292-AIFOV3Q4ER0ARAXDD2EA/ke17ZwdGBToddI8pDm48kFfJYLfh_hCmqiPfKFl-J4R7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTkxPQvmZjuSqecBqqki28RKJJ0en-9j-xhZ-qiy4Vp9_Q/FINALLorde_SolarPowerTour_Announce-%281%29.jpg?format=1500w,2021-06-07 21:04:59,artístico
246,Nadal,Porque derrotó a Jannik Sinner y enfrentará a Diego Schwartzman en los cuartos de #RolandGarros,https://t.co/oilp2u98fZ,https://pbs.twimg.com/media/E3TC8XRWYAA174-.jpg,2021-06-07 17:50:21,deportivo
247,MoraGodoy,Por sus declaraciones en #VivianaConVos,https://t.co/JwnI6R8A7S,https://pbs.twimg.com/ext_tw_video_thumb/1401952353700528130/pu/img/gjpfK_p4EFhanHxb.jpg,2021-06-07 17:22:07,mediático
248,ShadowBone,Porque Netflix anunció que tendrá una segunda temporada,https://t.co/XGq0lBhsfW,https://pbs.twimg.com/media/E3S2cJnX0AEkWc7.jpg,2021-06-07 16:55:43,artístico
249,Misiones,Por las elecciones legislativas en esa provincia,https://t.co/dZV7qW6Isu,https://pbs.twimg.com/media/E3SOz5iXwAI_6VY.png,2021-06-07 14:02:34,político
250,Peque,Porque Diego Schwartzman venció a Jan-Lennard Struff y avanzó a cuartos de #RolandGarros,https://t.co/GQIpFELbkX,https://pbs.twimg.com/media/E3SMCxAXEAQAbaF.jpg,2021-06-07 13:50:29,deportivo
251,EduardoDuhalde,Por sus declaraciones en #PuntoCero,https://t.co/t8lSsl8A9P,https://pbs.twimg.com/ext_tw_video_thumb/1401894999101480969/pu/img/uU45M6SthhdOBGRE.jpg,2021-06-07 13:33:45,político
